Age,Marital_Status,Education_Level,Dependents_Count,Livestock_Presence,Personal_Vehicle_Presence,Owns_House,Owns_Farm,Farm_Size_Acres,Irrigation_Presence,Farming_Technique,Farming_Tool,Yield_2Years_Ago_Tons,Investment_2Years_Ago,Profit_2Years_Ago,Yield_1Year_Ago_Tons,Investment_1Year_Ago,Profit_1Year_Ago,Market_Trend,Crop_Name,Credit_Score,Credit_Score_Category
48,True,Primary School,10,False,False,True,True,12.15,True,Hydroponic,Plow,53.28,5396,1826,53.48,4934,1529,Growing,Corn,758,Average
62,True,High School,9,True,False,False,False,1.49,True,Organic,Combine,15.13,2060,1994,51.68,2335,2439,Growing,Corn,597,Poor
36,False,Master,2,True,True,True,True,20.46,True,Organic,Combine,63.17,5869,4577,70.02,7145,3181,Declining,Corn,872,Best
63,False,Master,2,False,True,True,True,43.53,True,Organic,Tractor,85.45,6741,4241,81.24,8384,5486,Declining,Corn,900,Best
56,True,Secondary School,10,True,False,False,False,6.28,True,Conventional,Tractor,26.82,3121,1108,40.44,3560,1244,Declining,Wheat,517,Poor
40,True,Primary School,10,False,True,True,True,18.38,False,Hydroponic,Plow,54.17,6242,3047,57.76,5401,2301,Stable,Corn,730,Average
51,False,Primary School,10,True,True,False,False,2.67,True,Organic,Plow,36.79,3632,516,25.15,4728,2451,Declining,Rice,433,Poor
48,True,High School,2,True,True,True,True,37.1,True,Conventional,Tractor,52.78,5455,4085,71.57,7435,4413,Growing,Rice,837,Best
38,False,Primary School,4,False,False,True,False,7.86,True,Conventional,Tractor,35.58,2820,1085,43.23,5984,2034,Growing,Soybean,387,Poor
51,True,Primary School,8,False,True,False,True,8.55,True,Conventional,Tractor,43.03,1364,663,54.73,2363,2192,Growing,Rice,500,Poor
41,False,Secondary School,0,False,True,True,True,7.11,True,Conventional,Tractor,66.49,7584,3730,58.74,8784,4775,Declining,Corn,750,Average
32,True,Primary School,4,True,True,False,False,6.61,True,Organic,Tractor,33.33,3417,1229,32.31,2926,2499,Stable,Rice,433,Poor
65,True,Primary School,10,False,True,True,False,7.4,False,Conventional,Tractor,42.62,3754,1538,58.13,4063,2093,Growing,Wheat,510,Poor
39,True,High School,3,False,False,True,True,15.66,False,Hydroponic,Combine,74.36,3914,3819,50.86,8247,3643,Stable,Wheat,760,Average
44,True,Primary School,0,True,False,True,False,13.41,False,Organic,Combine,35.37,7382,2383,52.75,5908,4375,Declining,Corn,769,Average
25,True,High School,0,True,False,True,False,9.33,True,Organic,Plow,33.18,4460,1138,50.21,4962,2214,Declining,Soybean,402,Poor
48,False,Primary School,1,False,False,True,True,16.23,True,Hydroponic,Plow,71.75,7106,1578,56.68,6707,3086,Declining,Rice,758,Average
57,True,Secondary School,7,False,False,True,False,19.8,False,Hydroponic,Hoe,36.08,7666,3748,71.06,7221,2981,Stable,Soybean,710,Average
54,False,Primary School,0,False,True,True,True,7.7,True,Conventional,Plow,41.01,2439,675,43.72,2664,1677,Declining,Rice,307,Poor
27,False,High School,0,True,True,True,False,11.51,True,Hydroponic,Combine,55.63,4771,1914,44.87,8457,2425,Stable,Wheat,728,Average
27,False,Secondary School,3,False,False,True,True,7.46,True,Conventional,Combine,38.53,2332,1325,59.26,5063,2519,Stable,Rice,507,Poor
49,False,Primary School,5,False,False,True,False,6.06,False,Organic,Plow,47.21,6328,3735,75.23,8147,1874,Growing,Soybean,674,Average
53,False,High School,10,True,True,True,True,7.95,True,Hydroponic,Tractor,64.45,6257,2838,81.73,6607,1844,Growing,Soybean,693,Average
41,False,Postgraduate,10,False,False,False,True,15.48,False,Conventional,Hoe,30.82,6876,3853,53.28,7809,3069,Stable,Rice,721,Average
27,True,Bachelor,0,True,True,True,True,47.77,True,Conventional,Tractor,53.91,9376,3086,82.32,8504,4590,Stable,Corn,816,Best
37,False,Primary School,1,False,True,True,True,4.93,False,Hydroponic,Combine,18.74,4432,626,50.91,4915,2365,Growing,Soybean,469,Poor
50,False,Primary School,10,False,False,False,False,7.47,False,Conventional,Tractor,48.27,4662,1853,35.62,2848,2269,Growing,Corn,395,Poor
59,True,High School,2,True,False,True,True,38.34,True,Organic,Hoe,79.71,9337,4276,70.4,8215,2865,Stable,Wheat,868,Best
64,False,Primary School,1,True,True,True,False,8.99,True,Hydroponic,Hoe,18.79,2884,687,58.81,3530,2748,Stable,Soybean,466,Poor
26,False,High School,2,False,False,True,False,2.44,True,Organic,Plow,22.44,1591,1010,21.93,3414,1102,Stable,Soybean,480,Poor
45,False,Primary School,1,False,False,True,False,9.23,False,Hydroponic,Combine,60.61,3846,2349,60.12,5996,4273,Stable,Soybean,776,Average
62,True,Primary School,6,False,False,False,True,8.49,True,Hydroponic,Hoe,46.7,3567,889,44.85,2419,2077,Growing,Corn,448,Poor
31,True,High School,2,True,True,True,True,47.63,True,Conventional,Plow,73.2,8492,3784,84.59,7346,3912,Stable,Corn,873,Best
35,True,Bachelor,2,True,True,True,True,23.58,True,Hydroponic,Tractor,67.4,9290,2862,97.24,10737,3403,Declining,Rice,893,Best
46,False,Primary School,4,True,True,False,True,13.66,False,Conventional,Combine,68.52,4271,3657,63.24,7707,4126,Stable,Wheat,655,Average
29,False,High School,1,False,True,False,True,13.15,False,Organic,Hoe,45.95,4231,2346,54.79,5613,1917,Declining,Soybean,690,Average
58,False,Primary School,9,False,False,True,True,2.25,True,Hydroponic,Combine,16.11,3546,548,43.72,5532,1852,Declining,Rice,553,Poor
41,True,Primary School,8,True,False,False,False,9.72,True,Conventional,Plow,60.42,7600,1842,71.52,8117,3706,Stable,Rice,783,Average
45,True,High School,7,False,False,True,True,10.22,False,Conventional,Plow,32.72,5557,1299,89.66,6640,1971,Declining,Corn,732,Average
20,False,Primary School,2,True,True,False,False,5.27,True,Hydroponic,Tractor,50.55,7420,3303,59.32,7811,3628,Growing,Wheat,749,Average
22,True,Primary School,5,True,True,False,False,7.78,False,Conventional,Tractor,36.52,4265,3870,88.13,5119,2069,Declining,Wheat,754,Average
43,True,College,8,True,False,True,True,7.44,True,Organic,Combine,37.68,3065,1720,57.69,3510,1199,Stable,Rice,302,Poor
46,True,Phd,6,False,False,False,False,12.79,False,Hydroponic,Hoe,52.15,5498,1747,53.35,7882,4021,Stable,Soybean,725,Average
53,False,College,5,True,True,True,True,5.33,True,Conventional,Combine,25.28,1960,1536,45.73,5020,1080,Growing,Corn,410,Poor
47,True,High School,0,False,True,True,True,17.74,True,Conventional,Tractor,44.2,6817,3739,84.66,8819,2544,Declining,Rice,747,Average
34,True,High School,5,True,True,True,True,14.43,False,Conventional,Tractor,73.84,3795,1682,54.09,5679,4070,Declining,Soybean,768,Average
64,False,Primary School,9,True,False,True,True,4.78,False,Conventional,Tractor,45.94,2251,955,46.25,3421,1443,Growing,Soybean,453,Poor
64,True,High School,1,False,True,True,True,14.14,True,Conventional,Plow,71.73,9365,4587,65.87,6081,5743,Declining,Corn,814,Best
55,False,Bachelor,0,False,True,True,True,38.08,True,Organic,Combine,97.51,6731,2794,78.62,8061,3492,Stable,Corn,853,Best
37,False,Primary School,1,True,False,False,True,13.68,False,Hydroponic,Tractor,46.31,6230,2537,45.79,4397,2769,Growing,Rice,738,Average
62,False,College,5,False,False,True,True,8.03,True,Conventional,Hoe,19.14,3177,1989,43.46,3609,2273,Growing,Rice,620,Poor
49,False,College,5,True,False,False,False,11.53,False,Conventional,Hoe,41.02,7740,3321,64.18,6638,4281,Declining,Soybean,799,Average
65,True,High School,9,False,False,True,False,3.77,True,Hydroponic,Tractor,36.82,4799,908,41.5,4624,1439,Growing,Soybean,532,Poor
50,True,Secondary School,4,False,False,True,False,1.01,False,Conventional,Hoe,20.84,2630,654,35.04,2622,2196,Stable,Rice,404,Poor
48,True,Primary School,10,False,True,True,True,9.73,True,Hydroponic,Hoe,47.26,4228,527,56.88,5993,1792,Stable,Wheat,335,Poor
48,True,Primary School,0,True,True,True,True,13.31,False,Organic,Tractor,45.89,4492,3838,54.02,5758,3734,Declining,Rice,770,Average
65,True,Primary School,5,False,False,True,False,4.37,True,Organic,Plow,10.42,2713,933,59.2,4645,1443,Stable,Rice,631,Poor
41,False,Primary School,1,True,False,True,False,14.35,False,Organic,Tractor,63.41,5706,2726,40.97,4114,4261,Stable,Soybean,661,Average
59,False,Primary School,2,True,True,False,True,5.41,False,Organic,Hoe,53.79,3147,1621,85.47,5435,3614,Stable,Soybean,672,Average
38,False,Secondary School,10,True,True,True,True,9.69,True,Hydroponic,Plow,33.16,6640,2990,59.68,8297,2468,Declining,Rice,705,Average
42,True,College,10,True,True,True,False,18.85,True,Hydroponic,Combine,40.96,6530,1604,42.51,4553,3473,Declining,Rice,703,Average
21,False,Primary School,1,False,True,False,False,1.09,False,Hydroponic,Combine,23.38,1248,534,50.88,5102,2900,Stable,Corn,486,Poor
38,True,High School,2,True,False,True,True,12.97,True,Hydroponic,Combine,86.0,6022,4129,93.12,8519,4760,Growing,Corn,852,Best
43,True,Primary School,4,False,False,False,True,8.02,True,Conventional,Combine,57.14,3706,2875,59.57,5833,4529,Declining,Soybean,784,Average
62,False,High School,8,False,True,False,False,15.57,False,Organic,Tractor,41.73,7915,3752,80.85,6534,2744,Growing,Rice,687,Average
39,True,Primary School,5,True,False,False,True,1.61,False,Hydroponic,Tractor,23.74,4879,1485,53.45,5388,1000,Growing,Wheat,310,Poor
39,False,Primary School,8,False,False,False,False,5.22,True,Conventional,Combine,29.75,1216,1660,46.23,2353,2865,Growing,Soybean,374,Poor
53,False,Primary School,3,True,True,True,False,8.16,False,Hydroponic,Tractor,40.91,4689,1001,58.54,2662,2849,Stable,Corn,455,Poor
47,True,High School,1,True,False,False,False,6.5,False,Conventional,Combine,17.62,4111,1647,41.12,5778,1748,Declining,Soybean,374,Poor
62,True,High School,2,False,True,True,True,49.5,True,Conventional,Tractor,92.24,6786,2930,98.62,9199,5055,Stable,Corn,859,Best
32,False,Secondary School,5,True,False,True,False,11.9,False,Hydroponic,Tractor,59.88,4562,2150,51.11,5792,4311,Stable,Soybean,685,Average
54,True,Primary School,1,True,True,True,True,2.92,False,Hydroponic,Plow,30.68,1045,1244,47.92,5705,2054,Growing,Corn,559,Poor
55,True,High School,0,False,True,False,True,6.2,False,Conventional,Combine,36.42,2186,1986,53.27,2112,2367,Growing,Soybean,637,Poor
30,False,Primary School,8,False,False,False,False,8.51,True,Organic,Combine,32.4,4128,3246,62.99,5651,3663,Declining,Rice,718,Average
50,True,Primary School,0,False,True,True,False,15.83,False,Conventional,Tractor,40.63,3449,2986,86.12,4366,4580,Growing,Wheat,732,Average
37,False,Primary School,4,True,True,False,True,7.82,False,Hydroponic,Combine,38.43,4199,1169,33.45,3736,1479,Stable,Rice,421,Poor
58,False,Primary School,8,True,False,True,False,6.92,True,Organic,Plow,35.52,1018,769,52.22,3177,2331,Growing,Rice,570,Poor
58,False,Secondary School,0,True,False,False,True,1.61,True,Conventional,Combine,28.43,4458,1202,27.98,2283,1936,Growing,Soybean,367,Poor
37,True,High School,6,True,False,True,True,16.06,False,Conventional,Plow,47.16,5835,1166,82.31,5949,3734,Growing,Corn,694,Average
51,False,Primary School,6,False,True,True,False,3.02,True,Conventional,Tractor,40.63,4540,1367,42.04,3327,1727,Stable,Corn,535,Poor
65,False,Primary School,2,True,True,True,False,6.9,False,Hydroponic,Combine,21.46,4990,1769,54.36,4071,2942,Growing,Soybean,333,Poor
44,False,Primary School,8,True,False,False,False,4.41,False,Hydroponic,Tractor,37.55,1445,558,55.32,3349,2779,Declining,Soybean,515,Poor
46,True,High School,8,True,False,False,False,1.87,False,Hydroponic,Plow,18.39,4068,1267,51.05,4247,2319,Growing,Wheat,505,Poor
57,False,Primary School,7,False,False,True,True,3.29,False,Conventional,Combine,36.48,1717,1070,39.89,2138,1324,Declining,Wheat,530,Poor
50,False,Primary School,0,False,False,False,False,5.31,False,Conventional,Tractor,42.63,1850,1675,42.1,2440,1181,Stable,Rice,530,Poor
48,False,Master,2,True,True,True,True,27.58,True,Hydroponic,Tractor,75.72,5787,2245,84.39,7694,5625,Declining,Rice,888,Best
57,True,Primary School,8,True,True,True,True,5.39,True,Organic,Plow,30.05,1386,1639,32.02,5114,2708,Growing,Wheat,415,Poor
64,True,High School,0,False,True,True,True,39.17,True,Conventional,Tractor,52.2,9433,2035,100.68,6847,5540,Stable,Corn,835,Best
62,True,College,4,True,False,True,False,2.94,False,Conventional,Tractor,42.7,2739,1681,55.11,3012,1830,Growing,Soybean,510,Poor
45,True,Primary School,8,False,False,False,False,11.48,False,Organic,Tractor,38.58,7128,1171,87.29,7340,2169,Declining,Wheat,784,Average
65,True,Phd,8,False,False,False,False,3.21,True,Organic,Plow,47.48,3201,1067,41.18,3208,1476,Declining,Rice,325,Poor
20,True,Primary School,9,True,False,True,False,17.39,True,Conventional,Combine,56.16,4857,1930,70.17,6096,2510,Declining,Wheat,732,Average
50,False,Primary School,0,False,True,True,False,1.45,True,Organic,Hoe,42.32,1910,1452,23.24,2743,1988,Growing,Corn,552,Poor
50,False,Primary School,5,True,True,True,False,5.43,False,Hydroponic,Hoe,48.22,4163,644,32.72,2712,1419,Declining,Rice,313,Poor
43,False,Secondary School,0,False,True,True,False,19.62,False,Organic,Tractor,73.69,4568,3102,42.19,7248,2270,Stable,Rice,710,Average
44,False,Primary School,6,False,True,True,True,18.08,True,Hydroponic,Tractor,32.82,3751,3722,86.03,5878,1654,Growing,Wheat,687,Average
52,True,Primary School,1,False,True,False,False,8.56,False,Organic,Combine,44.38,2640,894,38.25,3954,2853,Declining,Soybean,588,Poor
58,False,Secondary School,9,True,False,False,True,3.14,False,Conventional,Plow,38.74,3525,878,44.99,5915,1797,Declining,Corn,624,Poor
18,False,Primary School,2,True,False,False,True,4.29,False,Organic,Combine,12.66,2498,1300,35.77,2279,2265,Stable,Wheat,313,Poor
27,False,High School,1,True,True,False,False,6.84,False,Conventional,Combine,49.21,4495,1981,54.66,6267,4792,Growing,Corn,707,Average
37,True,College,2,True,False,True,True,1.99,True,Conventional,Tractor,24.14,1755,777,21.51,5151,2528,Stable,Soybean,475,Poor
24,False,Primary School,0,True,True,True,False,5.89,True,Organic,Plow,15.06,2860,1829,37.86,5477,1585,Growing,Rice,459,Poor
54,False,Primary School,9,True,True,True,True,1.64,True,Conventional,Combine,49.73,4969,1594,27.9,5834,1553,Growing,Corn,621,Poor
24,False,Secondary School,4,False,False,False,False,7.3,True,Conventional,Plow,50.07,6390,2048,47.82,6288,3301,Declining,Rice,677,Average
47,False,College,1,False,True,False,True,16.12,True,Organic,Plow,74.54,3928,1916,42.62,8489,3383,Declining,Corn,734,Average
42,True,Primary School,7,True,True,False,False,9.95,True,Hydroponic,Combine,41.01,3191,1360,26.18,3011,1432,Growing,Soybean,540,Poor
53,False,Master,1,True,True,True,True,15.75,True,Conventional,Tractor,91.96,8502,3604,88.5,7871,2931,Growing,Corn,810,Best
32,True,Secondary School,9,False,False,True,False,4.3,True,Organic,Plow,23.92,4558,1008,46.25,3075,2040,Growing,Rice,448,Poor
41,False,Primary School,9,True,False,False,True,12.23,True,Hydroponic,Tractor,53.42,5399,2533,57.14,8353,4481,Stable,Rice,799,Average
59,True,High School,5,False,True,False,False,9.9,False,Hydroponic,Tractor,15.11,3913,1851,21.88,4913,1759,Stable,Soybean,552,Poor
40,True,Master,0,False,True,True,True,29.82,True,Hydroponic,Plow,96.67,6173,3412,77.7,10362,3718,Stable,Corn,862,Best
27,False,Primary School,9,False,False,True,True,8.11,False,Conventional,Plow,27.06,3369,807,29.37,4336,2163,Growing,Rice,629,Poor
19,True,High School,0,False,False,True,True,2.88,True,Conventional,Plow,16.66,3023,1201,42.78,3177,2608,Stable,Soybean,350,Poor
60,False,Primary School,4,True,False,True,False,7.41,True,Conventional,Tractor,47.2,4053,1786,46.63,2942,2114,Declining,Wheat,464,Poor
24,False,Primary School,7,True,True,True,True,17.48,True,Conventional,Tractor,44.78,5664,1113,74.32,6735,3338,Growing,Soybean,666,Average
48,True,Primary School,10,True,True,False,False,4.09,False,Conventional,Combine,12.43,3666,970,31.12,3223,2757,Declining,Wheat,607,Poor
57,True,Primary School,6,True,True,False,True,6.07,True,Organic,Hoe,65.86,7116,1200,55.68,6903,3129,Stable,Rice,790,Average
49,True,Primary School,10,False,True,False,False,2.33,True,Conventional,Plow,28.52,1847,887,59.13,5440,2661,Stable,Wheat,332,Poor
51,True,Secondary School,8,True,True,False,False,3.29,False,Organic,Hoe,37.09,4538,750,52.77,3316,1248,Stable,Wheat,314,Poor
65,True,Primary School,5,False,True,False,True,6.83,True,Conventional,Combine,13.85,4785,1883,44.45,2014,1625,Declining,Wheat,642,Poor
56,False,High School,2,False,True,True,False,19.65,False,Hydroponic,Tractor,74.44,5513,2004,56.73,6043,3834,Growing,Rice,690,Average
45,True,High School,0,True,False,True,True,28.88,True,Hydroponic,Tractor,85.02,5378,3854,75.78,6894,3765,Declining,Rice,837,Best
34,False,Primary School,3,False,True,True,False,19.04,True,Organic,Plow,30.75,3724,3727,70.87,6380,2093,Growing,Corn,781,Average
65,True,High School,1,True,True,True,True,48.32,True,Conventional,Plow,58.45,7270,2062,108.74,6188,5965,Growing,Soybean,883,Best
41,True,Secondary School,9,True,False,True,True,10.95,True,Hydroponic,Plow,78.16,3324,1077,42.2,5199,3845,Growing,Rice,793,Average
27,True,High School,2,True,False,True,True,37.43,True,Hydroponic,Tractor,56.24,9015,3116,69.76,9802,3174,Stable,Wheat,844,Best
29,True,Primary School,0,False,False,False,False,3.54,True,Hydroponic,Plow,37.25,1173,1405,55.81,5202,2434,Stable,Corn,333,Poor
45,False,Primary School,3,False,False,True,True,6.93,True,Organic,Tractor,13.22,1526,1802,51.1,2259,2854,Growing,Wheat,353,Poor
24,False,Primary School,0,True,True,False,False,15.54,True,Conventional,Tractor,33.73,6784,3224,47.92,4445,3017,Stable,Rice,733,Average
37,True,Primary School,1,True,False,False,True,8.77,False,Conventional,Hoe,35.75,1210,1173,58.47,4676,2130,Stable,Corn,322,Poor
46,True,Secondary School,8,False,False,True,False,2.6,False,Organic,Hoe,48.36,4829,1820,39.72,5816,1113,Stable,Soybean,304,Poor
44,True,Primary School,3,False,False,False,True,9.8,False,Organic,Combine,75.96,4499,3284,76.46,7096,4714,Declining,Wheat,797,Average
32,True,Bachelor,1,True,True,True,True,49.94,True,Organic,Hoe,56.08,9344,3310,83.09,10776,2513,Declining,Corn,817,Best
57,False,Primary School,9,False,True,False,False,8.23,True,Organic,Combine,73.36,4803,2785,82.92,5119,3609,Growing,Rice,672,Average
33,False,Primary School,10,False,True,True,True,17.02,False,Organic,Combine,68.28,6632,1661,72.25,6963,2702,Stable,Corn,777,Average
57,True,High School,2,True,True,True,True,47.78,True,Organic,Tractor,76.15,6461,4953,69.01,6114,3792,Growing,Corn,817,Best
39,True,High School,0,False,True,True,True,16.67,True,Hydroponic,Tractor,90.62,8303,2755,108.75,6414,5786,Growing,Wheat,805,Best
55,False,Secondary School,7,True,False,True,False,5.46,False,Organic,Hoe,10.72,4882,1888,32.15,2662,1900,Declining,Soybean,551,Poor
44,False,College,1,True,True,True,True,8.03,True,Organic,Combine,29.63,4573,1064,31.83,2620,2511,Growing,Soybean,307,Poor
41,False,Primary School,3,True,True,False,True,5.63,False,Hydroponic,Plow,68.29,5271,3825,79.28,5523,2622,Growing,Corn,751,Average
51,True,Primary School,9,True,True,True,False,5.22,False,Hydroponic,Hoe,37.6,4992,1281,59.31,3020,1677,Growing,Wheat,596,Poor
31,False,Primary School,1,False,True,False,False,8.22,False,Hydroponic,Combine,16.67,4765,1860,28.39,2054,1558,Declining,Wheat,384,Poor
49,False,Secondary School,1,True,True,True,False,5.02,False,Hydroponic,Tractor,22.84,4437,1833,46.63,4789,1654,Stable,Soybean,375,Poor
61,True,Primary School,9,False,False,False,False,2.94,False,Conventional,Hoe,46.85,2217,1583,30.36,3129,1028,Growing,Corn,398,Poor
44,True,Bachelor,0,True,True,True,True,12.26,True,Hydroponic,Combine,78.95,9870,3558,72.36,7465,3294,Stable,Rice,870,Best
59,False,Secondary School,9,True,True,True,True,8.27,False,Organic,Plow,26.24,4774,732,20.89,3989,1533,Stable,Wheat,396,Poor
38,True,Primary School,2,True,True,True,True,16.4,False,Organic,Hoe,36.75,6176,3102,40.61,7353,4447,Growing,Rice,788,Average
65,False,Secondary School,2,False,False,False,False,2.86,True,Hydroponic,Plow,49.62,3862,1426,32.31,4449,1436,Stable,Soybean,591,Poor
33,True,Primary School,9,True,False,False,True,8.06,False,Organic,Hoe,59.5,5631,1640,86.76,8534,1706,Declining,Corn,755,Average
55,True,Primary School,4,True,False,False,False,6.89,False,Organic,Tractor,44.2,2675,1860,27.14,3520,1936,Declining,Soybean,448,Poor
28,False,Primary School,4,False,True,True,False,3.16,False,Conventional,Tractor,30.58,3127,918,44.53,2966,2939,Stable,Wheat,643,Poor
38,True,High School,8,False,True,False,True,3.97,True,Organic,Plow,40.13,4447,1886,35.59,5863,2307,Declining,Wheat,600,Poor
57,True,Secondary School,8,True,False,False,False,1.77,True,Conventional,Plow,40.14,1652,572,36.26,4090,2342,Growing,Rice,621,Poor
57,False,Secondary School,10,True,False,False,False,4.64,True,Conventional,Combine,13.1,3824,1600,23.49,3517,1396,Growing,Wheat,601,Poor
46,True,Primary School,5,True,False,False,False,3.14,True,Organic,Plow,45.89,2367,1379,29.56,5228,1108,Declining,Rice,576,Poor
53,True,Primary School,4,False,True,True,True,7.7,False,Conventional,Plow,41.78,4173,1312,56.02,3067,2242,Declining,Soybean,353,Poor
22,True,High School,1,True,True,True,True,35.74,True,Organic,Plow,82.98,9266,3113,96.26,8332,4038,Stable,Soybean,824,Best
55,False,Secondary School,5,True,False,True,False,4.49,False,Hydroponic,Combine,44.35,4016,622,57.68,4191,2853,Growing,Soybean,626,Poor
52,True,Secondary School,2,False,True,True,True,5.81,False,Hydroponic,Plow,73.05,7737,1427,84.9,6921,3601,Declining,Corn,694,Average
25,True,Secondary School,5,False,True,False,False,5.15,True,Hydroponic,Plow,44.09,2601,1373,49.02,2489,2945,Growing,Soybean,310,Poor
63,True,Primary School,6,False,False,True,True,9.46,False,Conventional,Tractor,19.32,4402,1859,50.45,2044,1566,Stable,Soybean,568,Poor
62,False,Primary School,6,True,True,False,False,1.63,True,Hydroponic,Hoe,10.6,2375,1836,38.09,4581,2207,Declining,Soybean,524,Poor
21,False,Primary School,4,True,True,False,False,10.43,True,Hydroponic,Tractor,71.19,7206,3145,44.36,6352,4912,Growing,Soybean,688,Average
33,True,Secondary School,0,False,False,True,False,9.55,False,Hydroponic,Tractor,17.13,1917,666,51.9,3362,2281,Declining,Soybean,587,Poor
37,True,Primary School,1,True,False,False,False,5.72,False,Conventional,Combine,20.75,1144,864,39.66,3121,1439,Stable,Rice,389,Poor
31,True,Bachelor,2,True,True,True,True,21.22,True,Conventional,Tractor,69.51,6333,4861,94.94,6097,2506,Declining,Rice,860,Best
33,True,High School,0,False,False,True,True,29.22,True,Hydroponic,Tractor,90.45,7642,4135,99.06,6372,4349,Growing,Corn,836,Best
37,True,Primary School,7,True,False,True,False,8.88,True,Conventional,Combine,75.06,5667,1713,62.6,5240,1637,Growing,Wheat,741,Average
46,True,High School,3,True,True,True,True,45.35,True,Conventional,Tractor,55.76,8438,2470,105.89,9023,3597,Growing,Rice,898,Best
58,True,Primary School,3,True,True,False,False,6.41,False,Organic,Plow,35.85,4851,683,37.03,4536,2836,Declining,Rice,375,Poor
40,True,Secondary School,10,True,False,False,False,13.34,True,Conventional,Combine,53.26,4065,2006,61.12,8991,3432,Stable,Rice,707,Average
18,False,Primary School,4,True,False,False,True,6.76,True,Organic,Combine,28.99,3025,1308,32.96,4388,2183,Declining,Corn,454,Poor
57,False,Primary School,0,False,False,True,True,4.26,False,Hydroponic,Hoe,43.15,2843,1614,51.44,2723,1202,Declining,Rice,367,Poor
50,False,Primary School,7,False,False,False,True,13.57,True,Conventional,Tractor,53.44,3994,2587,88.69,4949,2443,Declining,Wheat,719,Average
65,False,Primary School,2,False,True,True,True,8.64,False,Conventional,Hoe,37.62,3714,873,27.72,4227,2071,Declining,Soybean,467,Poor
52,True,Primary School,6,False,True,True,True,2.22,False,Hydroponic,Combine,35.99,4602,800,29.7,3145,2988,Growing,Wheat,638,Poor
61,False,Primary School,5,False,False,False,True,14.09,False,Hydroponic,Hoe,56.15,6968,2578,77.32,7108,2219,Declining,Rice,776,Average
28,True,Secondary School,5,True,True,True,False,7.7,True,Hydroponic,Hoe,20.77,3171,1240,38.6,4836,2537,Growing,Rice,637,Poor
64,False,Secondary School,9,True,True,False,True,2.25,True,Conventional,Plow,42.05,2786,1039,25.4,2865,1805,Declining,Wheat,454,Poor
42,False,College,6,True,False,True,True,16.6,True,Conventional,Plow,56.2,7081,3285,72.6,5738,3432,Declining,Wheat,667,Average
48,True,High School,0,False,True,True,False,6.93,True,Organic,Plow,41.29,4807,1037,56.87,5641,4837,Growing,Corn,768,Average
60,False,Primary School,1,False,False,False,True,1.62,False,Hydroponic,Tractor,44.58,1588,1455,50.88,5797,2829,Declining,Soybean,416,Poor
41,False,Primary School,1,True,False,True,True,4.37,False,Organic,Tractor,19.88,1674,534,50.94,3166,2622,Declining,Corn,472,Poor
46,True,High School,6,False,False,True,False,5.9,True,Organic,Plow,56.57,5256,1676,65.41,6299,1692,Declining,Soybean,735,Average
20,True,High School,1,True,True,True,True,11.07,True,Organic,Tractor,93.2,5008,4222,93.89,9311,4129,Stable,Corn,880,Best
59,True,Primary School,5,False,False,False,True,4.7,True,Organic,Plow,37.72,3640,877,57.26,3558,1426,Growing,Rice,386,Poor
55,True,Secondary School,1,True,True,False,True,8.54,False,Conventional,Plow,23.15,1290,1103,48.8,4334,1129,Declining,Corn,598,Poor
39,False,Primary School,0,False,True,True,False,7.36,True,Organic,Plow,37.66,4287,1011,26.11,3308,1378,Stable,Wheat,334,Poor
55,True,Secondary School,8,False,True,True,True,1.89,True,Organic,Plow,13.02,4002,1859,52.31,4898,1155,Stable,Soybean,352,Poor
50,False,Primary School,8,True,True,False,True,8.99,True,Hydroponic,Plow,14.96,2435,1618,40.38,2455,2167,Growing,Wheat,541,Poor
33,True,Master,0,True,False,True,True,30.0,True,Conventional,Combine,87.4,5891,4244,73.43,9357,2891,Stable,Corn,821,Best
57,False,Primary School,5,False,False,True,True,2.9,False,Organic,Hoe,32.05,2976,1197,58.34,5112,1782,Stable,Corn,580,Poor
31,True,Primary School,6,True,False,True,True,9.88,True,Hydroponic,Combine,79.86,4927,3289,60.57,8277,2629,Declining,Corn,718,Average
40,False,High School,6,False,False,True,False,8.06,False,Organic,Hoe,30.61,3951,829,55.12,5142,1202,Stable,Corn,437,Poor
56,False,Primary School,8,True,True,False,False,9.48,True,Conventional,Combine,27.35,1155,1416,28.81,5653,2823,Declining,Wheat,329,Poor
41,True,Bachelor,3,True,True,True,True,16.4,True,Organic,Tractor,90.77,9725,3909,104.14,7085,3500,Growing,Rice,804,Best
33,True,High School,0,False,True,False,True,7.31,False,Conventional,Plow,35.47,3295,838,44.72,2018,2515,Stable,Rice,591,Poor
36,True,High School,10,True,True,True,False,4.85,True,Organic,Tractor,44.69,2053,864,38.53,2521,2400,Growing,Rice,422,Poor
46,True,High School,2,True,True,True,True,29.48,True,Conventional,Combine,85.67,6381,2616,62.44,7300,4240,Growing,Corn,851,Best
21,False,Primary School,6,True,True,False,True,7.11,True,Organic,Combine,41.05,3738,1374,30.08,3734,1556,Stable,Rice,638,Poor
38,True,Master,2,True,False,True,True,11.42,True,Hydroponic,Plow,66.93,5536,2039,70.48,6810,4621,Growing,Wheat,859,Best
64,True,High School,7,True,True,False,False,1.11,True,Organic,Plow,13.22,3012,1763,49.48,4361,1797,Growing,Soybean,507,Poor
